App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
cx advance call blocker,PERSONALIZATION,5.0,3,3.4,50,Free,0,Everyone,Personalization,"April 9, 2018",4.0 and up
DX Glow - Clock Widget,PERSONALIZATION,4.4,5,3.4,50,Paid,$0.99,Everyone,Personalization,"March 20, 2015",3.0 and up
BN Habitat - Property Experts - Buy | Sell | Rent,BUSINESS,,0,8.9,50,Free,0,Everyone,Business,"October 4, 2017",4.1 and up
Q-slope,TOOLS,4.5,2,3.9,50,Paid,$1.76,Everyone,Tools,"December 3, 2017",4.3 and up
EY Team Connect,PRODUCTIVITY,,0,38.0,50,Free,0,Everyone,Productivity,"June 8, 2018",5.0 and up
D.C. Driving/Walking Tours,TRAVEL_AND_LOCAL,,0,32.0,50,Paid,$4.99,Everyone,Travel & Local,"July 27, 2018",4.4 and up
Bi-Tank,GAME,4.6,12,18.0,50,Free,0,Everyone,Arcade,"July 31, 2017",4.1 and up
EG Classroom Decimals™,FAMILY,3.0,2,18.0,50,Paid,$2.99,Everyone,Education;Education,"June 12, 2017",2.2 and up
Wherever BQ,TRAVEL_AND_LOCAL,,7,18.0,50,Free,0,Teen,Travel & Local,"September 5, 2017",4.0.3 and up
CONNECT: The Mobile CX Summit,PRODUCTIVITY,,0,18.0,50,Free,0,Teen,Productivity,"August 1, 2018",5.0 and up
EG Way Life,SOCIAL,,0,1.1,50,Free,0,Everyone,Social,"April 27, 2016",4.1 and up
EU GDPR RiskCalc,BUSINESS,,1,13.0,50,Free,0,Everyone,Business,"October 3, 2017",4.2 and up
Geeks Dating,DATING,,0,13.0,50,Free,0,Mature 17+,Dating,"July 10, 2018",4.1 and up
BQ Wings,FOOD_AND_DRINK,,1,13.0,50,Free,0,Everyone,Food & Drink,"July 17, 2018",4.1 and up
Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,,1,13.0,50,Free,0,Everyone,Arcade,"May 31, 2018",4.0 and up
Verdant EI,TOOLS,,0,13.0,50,Free,0,Everyone,Tools,"November 6, 2017",4.1 and up
Painel EJ SSH - INTERNET GRÁTIS,TOOLS,,10,13.0,50,Free,0,Everyone,Tools,"July 30, 2018",4.1 and up
GATE 21 years CS Papers(2011-2018 Solved),BOOKS_AND_REFERENCE,,1,34.0,50,Free,0,Everyone,Books & Reference,"July 24, 2018",4.1 and up
BN DB1 App,PRODUCTIVITY,,2,34.0,50,Free,0,Everyone,Productivity,"December 4, 2017",4.0.3 and up
FG. Chic - House Lounge Musique - Radios de France,FAMILY,,1,6.5,50,Free,0,Everyone,Entertainment,"June 9, 2018",4.2 and up
EX File Explorer File Manage Pro,PRODUCTIVITY,,1,6.3,50,Paid,$1.99,Everyone,Productivity,"August 6, 2017",4.0 and up
CT Checkout,FINANCE,5.0,1,8.4,50,Free,0,Everyone,Finance,"April 20, 2017",4.2 and up
AJ Rafael Music Lyrics,FAMILY,,0,8.4,50,Free,0,Everyone 10+,Entertainment,"January 3, 2018",4.0.3 and up
Animal Hunting: Sniper Shooting,GAME,,0,48.0,50,Free,0,Teen,Action,"July 6, 2018",4.0 and up
dy n fly,LIFESTYLE,,1,4.8,50,Free,0,Everyone,Lifestyle,"March 5, 2018",4.0 and up
POCKET ATLAS CARDIAC MRI AND CT,MEDICAL,,0,4.8,50,Free,0,Everyone,Medical,"July 18, 2018",4.0 and up
BV Frankfurt inside,SPORTS,,3,4.8,50,Free,0,Everyone,Sports,"June 21, 2018",4.4 and up
The DJ - Match with People,DATING,,0,9.8,50,Free,0,Mature 17+,Dating,"August 2, 2018",4.1 and up
AQ Ria Retail,FAMILY,5.0,4,52.0,50,Free,0,Everyone,Education,"April 3, 2018",4.1 and up
R File Manager,TOOLS,4.8,17,6.7,50,Free,0,Everyone,Tools,"May 5, 2018",4.4 and up
bk Group Mobile,BUSINESS,,1,30.0,50,Free,0,Everyone,Business,"February 26, 2018",4.4W and up
Debra Care Conference,BUSINESS,,0,30.0,50,Free,0,Everyone,Business,"June 15, 2018",5.0 and up
Lord Fairfax EMS Council,MEDICAL,,0,30.0,50,Free,0,Everyone,Medical,"July 17, 2018",4.0.3 and up
Bar BQ Tonight Dublin,LIFESTYLE,,0,22.0,50,Free,0,Everyone,Lifestyle,"May 20, 2018",4.0.3 and up
Ah !,FAMILY,,3,22.0,50,Free,0,Everyone,Entertainment,"December 27, 2017",5.0 and up
CW Mobile,FAMILY,,3,22.0,50,Free,0,Everyone,Education,"June 25, 2018",4.2 and up
Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22.0,50,Paid,$2.99,Everyone,Role Playing,"March 20, 2017",4.2 and up
CE HPJM 69,NEWS_AND_MAGAZINES,,2,22.0,50,Free,0,Everyone,News & Magazines,"November 9, 2017",4.1 and up
DYPSOET,FAMILY,5.0,8,7.4,50,Free,0,Everyone,Education,"August 7, 2018",4.1 and up
Read it easy for BK,LIFESTYLE,5.0,1,3.2,50,Free,0,Everyone,Lifestyle,"July 15, 2018",4.1 and up
Villarreal CF Wallpapers 4 Fans,LIFESTYLE,,2,3.2,50,Free,0,Everyone,Lifestyle,"May 22, 2018",4.0 and up
BZ Fingers,GAME,4.6,15,3.2,50,Free,0,Everyone,Arcade,"July 5, 2017",4.0.3 and up
My Ag Report,PRODUCTIVITY,,1,3.2,50,Free,0,Everyone,Productivity,"June 18, 2018",5.1 and up
DH Mariage,LIFESTYLE,,0,4.9,50,Free,0,Everyone,Lifestyle,"September 12, 2017",4.3 and up
Iraq love chat,DATING,,14,5.0,50,Free,0,Teen,Dating,"August 3, 2018",4.0.3 and up
Minwa HA ( C.B ),HOUSE_AND_HOME,,0,5.0,50,Free,0,Everyone,House & Home,"September 15, 2017",4.1 and up
DG Surveyor,BUSINESS,3.6,5,6.8,50,Paid,$8.99,Everyone,Business,"April 30, 2018",4.0.3 and up
Ceasa CE,TOOLS,,0,4.0,50,Free,0,Everyone,Tools,"June 13, 2018",4.0 and up
Ability DS UNO,PRODUCTIVITY,,3,2.3,50,Paid,$2.60,Everyone,Productivity,"May 19, 2014",1.5 and up
BC MVA Fines,BOOKS_AND_REFERENCE,5.0,5,7.2,50,Paid,$1.75,Everyone,Books & Reference,"October 8, 2015",4.1 and up
CD Padel Mora,SPORTS,,1,7.2,50,Free,0,Everyone,Sports,"June 14, 2018",4.0 and up
Bubble Shooter DX AdFree,FAMILY,,1,2.1,50,Paid,$2.99,Everyone,Casual,"May 31, 2016",2.3 and up
Warfarin Dose Calculator,MEDICAL,,0,6.9,50,Free,0,Everyone,Medical,"July 15, 2018",4.1 and up
MY GULFPORT FL,PRODUCTIVITY,,0,49.0,50,Free,0,Everyone,Productivity,"May 18, 2018",4.1 and up
Displaying You VR,PHOTOGRAPHY,,1,67.0,50,Free,0,Everyone,Photography,"October 19, 2016",4.0 and up
Vital Tones EI Pro,HEALTH_AND_FITNESS,,2,85.0,50,Paid,$9.99,Everyone,Health & Fitness,"December 1, 2017",4.0 and up
AC-BL,COMMUNICATION,,0,4.3,50,Free,0,Everyone,Communication,"April 20, 2018",2.1 and up
bq magazine,NEWS_AND_MAGAZINES,,2,8.8,50,Free,0,Everyone,News & Magazines,"July 19, 2018",4.1 and up
BxPort - Bitcoin Bx (Thailand),FINANCE,5.0,4,4.1,50,Free,0,Everyone,Finance,"July 14, 2018",4.2 and up
AC CE BJT Actorial,FAMILY,,1,1.4,50,Paid,$2.00,Everyone,Education,"September 27, 2015",1.6 and up
gps tracker cg,TOOLS,,0,1.4,50,Free,0,Everyone,Tools,"May 27, 2017",4.1 and up
CricQuick,SPORTS,5.0,17,1.5,50,Free,0,Everyone,Sports,"December 8, 2017",4.0.3 and up
CI Capital - Dynamic,FINANCE,4.8,4,5.1,50,Free,0,Everyone,Finance,"May 23, 2018",5.0 and up
Number Therapy,MEDICAL,,0,5.3,50,Paid,$14.99,Everyone,Medical,"October 3, 2017",4.0.3 and up
Global Shop,BUSINESS,,0,3.3,50,Free,0,Everyone,Business,"February 23, 2018",4.0 and up
FN,BUSINESS,5.0,14,3.3,50,Free,0,Everyone,Business,"February 1, 2018",4.0 and up
Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,,14,3.3,50,Free,0,Everyone,Dating,"July 30, 2018",4.1 and up
ElejaOnline DF,BUSINESS,,0,3.0,50,Free,0,Everyone,Business,"June 18, 2018",4.1 and up
Ag-Pro Companies,BUSINESS,,0,45.0,50,Free,0,Everyone,Business,"March 6, 2018",4.4 and up
CX Elevated,BUSINESS,,0,55.0,50,Free,0,Everyone,Business,"February 1, 2018",4.1 and up
Diligan CD VR,MEDICAL,,1,46.0,50,Free,0,Everyone,Medical,"May 21, 2018",4.4 and up
BV Teknisk App,BUSINESS,,0,2.0,50,Free,0,Everyone,Business,"January 15, 2016",4.0 and up
Truck Driving Test Class 3 BC,FAMILY,1.0,1,2.0,50,Paid,$1.49,Everyone,Education,"April 9, 2012",2.1 and up
EP Coding,MEDICAL,,0,2.0,50,Paid,$0.99,Everyone,Medical,"October 5, 2017",4.0 and up
EduNAV.BH,FAMILY,,3,3.8,50,Free,0,Everyone,Education,"February 12, 2018",4.3 and up
Santa Fe Thrive,HEALTH_AND_FITNESS,5.0,2,8.3,50,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
Pyaar Ek Dhoka,FAMILY,5.0,18,1.3,50,Free,0,Everyone,Casual,"February 13, 2018",4.3 and up
Stolica.bg,NEWS_AND_MAGAZINES,,1,1.3,50,Free,0,Everyone,News & Magazines,"May 2, 2018",5.0 and up
LifePoint Church - FL,LIFESTYLE,,1,7.6,50,Free,0,Everyone,Lifestyle,"December 9, 2015",4.0.3 and up
Loteria BR,FAMILY,,0,1.8,50,Free,0,Everyone,Entertainment,"May 17, 2017",4.0 and up
ABG Master,MEDICAL,,2,1.8,50,Paid,$0.99,Everyone,Medical,"August 4, 2018",4.1 and up
iLauncher OS 12 Pro - Phone X,PERSONALIZATION,,3,9.6,50,Paid,$2.99,Everyone,Personalization,"June 24, 2018",4.1 and up
CL Strength,HEALTH_AND_FITNESS,5.0,3,40.0,50,Free,0,Everyone,Health & Fitness,"June 27, 2018",4.1 and up
Unstoppaball DX,FAMILY,4.2,5,40.0,50,Paid,$1.49,Everyone,Puzzle,"May 20, 2014",2.0.1 and up
Penn State Health OnDemand,MEDICAL,,0,40.0,50,Free,0,Everyone,Medical,"July 24, 2018",4.0.3 and up
Penn State Health OnDemand,MEDICAL,,0,40.0,50,Free,0,Everyone,Medical,"July 24, 2018",4.0.3 and up
BS-Mobile,COMMUNICATION,5.0,1,0.6669921875,50,Free,0,Everyone,Communication,"September 3, 2015",2.3 and up
"Reading Race 1b: sh, ch words",FAMILY,,2,76.0,50,Paid,$3.99,Everyone,Educational;Education,"January 8, 2016",4.0 and up
COMSATS BOOK STORE FOR BS(CS),FAMILY,5.0,15,94.0,50,Free,0,Everyone,Education,"July 11, 2018",4.0.3 and up
CB NFC Pendant,HEALTH_AND_FITNESS,,0,0.8916015625,50,Free,0,Everyone,Health & Fitness,"October 4, 2017",4.1 and up
music (CG),FAMILY,,0,99.0,50,Free,0,Everyone,Entertainment,"April 24, 2018",4.1 and up
BS Detector - Diss 'n' Gauges,FAMILY,,0,0.822265625,50,Paid,$1.49,Everyone,Entertainment,"February 22, 2013",2.2 and up
Interactive NPC DM Tool,FAMILY,2.8,5,0.6142578125,50,Paid,$0.99,Everyone,Role Playing,"January 31, 2015",2.3.3 and up
EP Radio,FAMILY,5.0,3,0.150390625,50,Free,0,Everyone,Entertainment,"March 26, 2018",3.0 and up
Word Search Tab 1 FR,FAMILY,,0,0.99609375,50,Paid,$1.04,Everyone,Puzzle,"February 6, 2012",3.0 and up
CT and XR Dose Calculator,MEDICAL,,3,0.0947265625,50,Paid,$0.99,Everyone,Medical,"January 22, 2014",1.6 and up
BL File Explorer,TOOLS,,1,0.4111328125,50,Paid,$1.99,Everyone,Tools,"July 18, 2014",1.5 and up
BW Wallpaper,PERSONALIZATION,4.5,4,0.4990234375,50,Free,0,Everyone,Personalization,"December 31, 2016",4.0 and up
Circle Colors Pack-FN Theme,PERSONALIZATION,4.2,6,0.0869140625,50,Paid,$0.99,Everyone,Personalization,"August 9, 2013",2.2 and up
EO SouthAsia,BUSINESS,4.2,8,19.0,100,Free,0,Teen,Business,"April 25, 2018",4.1 and up
EY Digital Tax AR,BUSINESS,,2,19.0,100,Free,0,Everyone,Business,"September 29, 2017",4.0 and up
AF Nutrition - Integratori,HEALTH_AND_FITNESS,,6,19.0,100,Free,0,Everyone,Health & Fitness,"August 2, 2018",4.1 and up
BT (Usage Interne),LIBRARIES_AND_DEMO,,3,19.0,100,Free,0,Everyone,Libraries & Demo,"August 17, 2017",2.3 and up
Bar BQ Night Middlesbrough,SHOPPING,,0,19.0,100,Free,0,Teen,Shopping,"July 2, 2018",4.1 and up
C.B. Shop,SHOPPING,,19,19.0,100,Free,0,Everyone,Shopping,"May 9, 2017",4.0.3 and up
EF Summits,TRAVEL_AND_LOCAL,,0,19.0,100,Free,0,Everyone,Travel & Local,"May 20, 2018",4.4 and up
[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,4.0,13,19.0,100,Paid,$0.99,Everyone,Personalization,"July 20, 2018",7.0 and up
OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19.0,100,Paid,$0.99,Everyone,Personalization,"August 20, 2015",5.0 and up
K-App Mitarbeiter Galeria Kaufhof,PRODUCTIVITY,,0,19.0,100,Free,0,Everyone,Productivity,"July 10, 2018",4.4 and up
Revista BS,NEWS_AND_MAGAZINES,,10,19.0,100,Free,0,Everyone,News & Magazines,"January 13, 2017",4.1 and up
AP Mobile 104,BUSINESS,,0,14.0,100,Free,0,Everyone,Business,"December 13, 2017",4.0 and up
DB Pickles,BUSINESS,5.0,5,14.0,100,Free,0,Everyone,Business,"March 20, 2018",4.1 and up
Aj.Petra,COMMUNICATION,,5,14.0,100,Free,0,Everyone,Communication,"September 29, 2017",4.1 and up
Toronto Dating,DATING,,0,14.0,100,Free,0,Mature 17+,Dating,"July 12, 2018",4.1 and up
C B Patel Health Club,HEALTH_AND_FITNESS,5.0,5,14.0,100,Free,0,Everyone,Health & Fitness,"July 2, 2018",4.4 and up
CF Townsville,HEALTH_AND_FITNESS,5.0,4,14.0,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
DG Fitness,HEALTH_AND_FITNESS,4.8,6,14.0,100,Free,0,Everyone,Health & Fitness,"March 23, 2018",4.1 and up
DF Squid,GAME,,1,14.0,100,Free,0,Everyone,Board,"December 12, 2013",2.3 and up
Denis Brogniart - AH 2 !,FAMILY,,4,14.0,100,Free,0,Everyone,Entertainment,"October 28, 2017",2.1 and up
Guia Bike DF,SPORTS,,29,14.0,100,Free,0,Everyone,Sports,"February 18, 2018",5.0 and up
B-17 Flying Fortress WWII LWP,PERSONALIZATION,,7,14.0,100,Paid,$1.49,Everyone,Personalization,"December 22, 2016",4.1 and up
Themes DAF CF 85,PERSONALIZATION,,3,14.0,100,Free,0,Teen,Personalization,"May 13, 2016",2.3.3 and up
Wallpapers Volvo FH Truck,PERSONALIZATION,4.2,4,14.0,100,Free,0,Teen,Personalization,"July 31, 2016",2.3.3 and up
058.ba,NEWS_AND_MAGAZINES,4.4,27,14.0,100,Free,0,Everyone,News & Magazines,"July 6, 2018",4.2 and up
CI On The Go,NEWS_AND_MAGAZINES,3.0,2,14.0,100,Free,0,Everyone,News & Magazines,"July 18, 2018",5.0 and up
The ClubHouse CR,HEALTH_AND_FITNESS,,5,8.7,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
AG Track,TOOLS,4.1,12,8.7,100,Free,0,Everyone,Tools,"March 23, 2018",4.0 and up
Merck CE,BUSINESS,4.5,2,25.0,100,Free,0,Everyone,Business,"February 13, 2017",4.1 and up
Speeding Joyride & Car Meet App,DATING,5.0,3,25.0,100,Free,0,Mature 17+,Dating,"July 20, 2018",4.1 and up
Bu Hangi Film ?,FAMILY,,3,25.0,100,Free,0,Everyone,Puzzle,"August 31, 2017",4.0.3 and up
DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25.0,100,Free,0,Everyone,Maps & Navigation,"August 9, 2017",4.0.3 and up
BV Link,BUSINESS,,10,2.8,100,Free,0,Everyone,Business,"April 11, 2018",4.1 and up
EP FCU,FINANCE,,2,2.8,100,Free,0,Everyone,Finance,"March 22, 2018",4.1 and up
BG TV Program,FAMILY,,1,2.8,100,Free,0,Everyone,Entertainment,"April 22, 2018",4.1 and up
AJ Cam,PHOTOGRAPHY,5.0,44,2.8,100,Free,0,Everyone,Photography,"January 23, 2018",4.1 and up
CI CAFETERIAS UBER,PRODUCTIVITY,,0,2.8,100,Free,0,Everyone,Productivity,"June 11, 2018",4.4 and up
Diseño de columnas NTC - RSEE 2017,PRODUCTIVITY,,6,2.8,100,Paid,$0.99,Everyone,Productivity,"March 26, 2018",4.1 and up
gardening ideas flower diy,HOUSE_AND_HOME,,0,5.6,100,Free,0,Everyone,House & Home,"May 29, 2017",2.3 and up
Frases Cristianas de Esperanza y Fe,SOCIAL,,2,5.6,100,Free,0,Everyone,Social,"October 18, 2017",2.3 and up
[BN] Blitz,SPORTS,3.2,4,5.6,100,Free,0,Everyone,Sports,"May 17, 2018",4.3 and up
chat dz,COMMUNICATION,5.0,8,29.0,100,Free,0,Teen,Communication,"March 14, 2018",4.1 and up
E W Bookkeeping & Accountancy,FINANCE,,1,29.0,100,Free,0,Everyone,Finance,"April 23, 2018",4.1 and up
B-52 Spirits of Glory Deluxe,GAME,4.3,12,29.0,100,Paid,$0.99,Everyone,Arcade,"September 2, 2017",2.3 and up
Maricopa AH,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"July 16, 2018",4.0.3 and up
MD PAWS AH,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"February 23, 2018",4.0.3 and up
Mukwonago AH,MEDICAL,,1,29.0,100,Free,0,Everyone,Medical,"June 29, 2017",4.0.3 and up
Claus Paws AH,MEDICAL,,1,29.0,100,Free,0,Everyone,Medical,"December 8, 2017",4.0.3 and up
Maricopa AH,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"July 16, 2018",4.0.3 and up
WAH AH,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"May 3, 2017",4.0.3 and up
Prestige AH,MEDICAL,4.0,2,29.0,100,Free,0,Everyone,Medical,"May 11, 2017",4.0.3 and up
San Dimas AH,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"February 18, 2018",4.0.3 and up
Hilltop AH,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"January 10, 2018",4.0.3 and up
Ferguson AH,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"July 17, 2017",4.0.3 and up
Downers Grove AH,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"January 10, 2018",4.0.3 and up
AH of Rocky Hill,MEDICAL,,0,29.0,100,Free,0,Everyone,Medical,"November 24, 2017",4.0.3 and up
Rejoin Your Ex,SOCIAL,,0,29.0,100,Free,0,Everyone,Social,"May 26, 2015",2.3.3 and up
CE Smart,TOOLS,5.0,3,29.0,100,Free,0,Everyone,Tools,"May 28, 2018",4.1 and up
ABTO CY-ET1,TOOLS,,1,29.0,100,Free,0,Everyone,Tools,"February 6, 2017",4.0 and up
Dete.bg,NEWS_AND_MAGAZINES,,0,29.0,100,Free,0,Everyone,News & Magazines,"June 12, 2017",4.1 and up
Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,3.0,2,33.0,100,Free,0,Everyone,Simulation,"July 18, 2018",4.1 and up
Bible Quizzer - The App for Bible Quizzers,FAMILY,,0,33.0,100,Free,0,Everyone,Education,"August 2, 2018",4.2 and up
CX-40,FAMILY,3.0,2,33.0,100,Free,0,Everyone,Entertainment,"December 14, 2017",4.0 and up
Familial Hypercholesterolaemia Handbook,MEDICAL,1.0,2,33.0,100,Free,0,Everyone,Medical,"July 2, 2018",4.1 and up
EF Lens Simulator,PHOTOGRAPHY,,2,33.0,100,Paid,$9.99,Everyone,Photography,"February 27, 2017",2.2 and up
DM AirDisk HDD,TOOLS,,4,33.0,100,Free,0,Everyone,Tools,"July 28, 2018",4.0.3 and up
Valencia CF Wallpapers 4 Fans,LIFESTYLE,,4,3.1,100,Free,0,Everyone,Lifestyle,"May 22, 2018",4.0 and up
CR -Call Recorder,TOOLS,,4,3.1,100,Free,0,Everyone,Tools,"September 19, 2017",4.1 and up
DG Users,PRODUCTIVITY,4.5,8,3.1,100,Free,0,Everyone,Productivity,"June 7, 2018",4.0.3 and up
Noticias FC Barcelona,NEWS_AND_MAGAZINES,5.0,4,3.1,100,Free,0,Everyone,News & Magazines,"June 15, 2018",4.4 and up
DS-11 form,BUSINESS,,3,28.0,100,Free,0,Everyone,Business,"April 27, 2018",4.1 and up
DS-82 form,BUSINESS,,1,28.0,100,Free,0,Everyone,Business,"April 27, 2018",4.1 and up
BU HANGİ ŞARKI ? - 2018,GAME,,4,28.0,100,Free,0,Everyone,Trivia,"June 2, 2018",4.0.3 and up
Freeland AH,MEDICAL,,0,28.0,100,Free,0,Everyone,Medical,"December 18, 2017",4.0.3 and up
Arrowhead AH App,MEDICAL,5.0,3,28.0,100,Free,0,Everyone,Medical,"April 21, 2017",4.0.3 and up
Kimbrough AH,MEDICAL,5.0,5,28.0,100,Free,0,Everyone,Medical,"September 21, 2017",4.0.3 and up
B-L Animal Hospital,MEDICAL,,1,28.0,100,Free,0,Everyone,Medical,"June 8, 2017",4.0.3 and up
Mat|r viewer,PRODUCTIVITY,,5,28.0,100,Free,0,Everyone,Productivity,"July 27, 2018",5.0 and up
NEMA ei,BUSINESS,5.0,4,12.0,100,Free,0,Everyone,Business,"November 6, 2017",4.4 and up
NativeScript Developer Day EU,BUSINESS,,2,12.0,100,Free,0,Everyone,Business,"September 23, 2017",4.2 and up
CB Mobile GA,FINANCE,,1,12.0,100,Free,0,Everyone,Finance,"November 21, 2017",4.1 and up
Jimbo's Pit Bar B-Q,FOOD_AND_DRINK,,3,12.0,100,Free,0,Everyone,Food & Drink,"November 28, 2016",4.0 and up
DG Xplained,HEALTH_AND_FITNESS,,1,12.0,100,Free,0,Everyone,Health & Fitness,"May 2, 2018",4.1 and up
FQ Magazine,LIFESTYLE,,1,12.0,100,Free,0,Everyone,Lifestyle,"December 12, 2016",4.1 and up
CP Trivia,GAME,5.0,5,12.0,100,Free,0,Everyone,Trivia,"August 6, 2018",5.0 and up
Learn Quran with Elif Ba,FAMILY,,3,12.0,100,Paid,$1.49,Everyone,Education,"March 3, 2017",2.3 and up
BV Bombers,SPORTS,,0,12.0,100,Free,0,Everyone,Sports,"January 31, 2017",4.0 and up
Austria Wien FK - Fussball - Inoffizielle App,SPORTS,,2,12.0,100,Free,0,Everyone,Sports,"July 27, 2018",4.1 and up
Florida Beach Wallpapers HD,TRAVEL_AND_LOCAL,5.0,3,12.0,100,Free,0,Everyone,Travel & Local,"December 30, 2015",4.1 and up
BK Formula Calculator 2,TOOLS,,4,12.0,100,Free,0,Everyone,Tools,"August 7, 2016",4.2 and up
P-Home for KLWP,PERSONALIZATION,5.0,4,12.0,100,Paid,$0.99,Everyone,Personalization,"May 15, 2018",5.0 and up
Axe Wallpaper,PERSONALIZATION,4.7,9,12.0,100,Free,0,Teen,Personalization,"February 3, 2017",4.0 and up
Wallpapers Mercedes Benz CL,PERSONALIZATION,,2,12.0,100,Free,0,Teen,Personalization,"March 5, 2017",4.1 and up
EF App,BUSINESS,5.0,8,20.0,100,Free,0,Everyone,Business,"January 23, 2017",4.4 and up
FE Connect Drive-Tech,BUSINESS,,0,20.0,100,Free,0,Everyone,Business,"February 12, 2018",4.1 and up
eP Scanner,EVENTS,,0,20.0,100,Free,0,Everyone,Events,"October 13, 2017",4.4 and up
ZombieVital DG,FAMILY,4.3,10,20.0,100,Paid,$12.99,Everyone,Simulation,"August 4, 2018",Varies with device
FE Chemical Engineering Exam Prep,FAMILY,,2,20.0,100,Free,0,Everyone,Education,"July 27, 2018",5.0 and up
Dermatology Atlas (Colored & Illustrative),MEDICAL,5.0,3,20.0,100,Free,0,Everyone,Medical,"July 19, 2018",4.1 and up
Chest CT Sectional Walker,MEDICAL,,2,20.0,100,Paid,$9.99,Everyone,Medical,"July 9, 2016",4.0 and up
Cy-Fair VFD EMS Protocols,MEDICAL,5.0,2,20.0,100,Free,0,Everyone 10+,Medical,"September 21, 2017",4.1 and up
Schulman B.V.,SHOPPING,4.0,6,20.0,100,Free,0,Everyone,Shopping,"September 14, 2016",4.1 and up
CD View Lite,TOOLS,,2,20.0,100,Free,0,Everyone,Tools,"February 2, 2018",4.1 and up
DF-CAM,TOOLS,,2,20.0,100,Free,0,Everyone,Tools,"May 16, 2018",4.3 and up
NetApp CE,BUSINESS,,0,21.0,100,Free,0,Everyone,Business,"February 27, 2018",5.0 and up
Fr Lupupa Sermons,BUSINESS,4.8,19,21.0,100,Free,0,Everyone,Business,"June 12, 2018",4.4 and up
Mindvalley U Tallinn 2018,EVENTS,5.0,1,21.0,100,Free,0,Everyone,Events,"July 3, 2018",4.4 and up
Bitcoin BX Thailand PRO,FINANCE,1.7,21,21.0,100,Paid,$4.99,Everyone,Finance,"October 22, 2017",4.0.3 and up
FE Other Disciplines Engineering Exam Prep,FAMILY,,0,21.0,100,Free,0,Everyone,Education,"July 27, 2018",5.0 and up
ep-liggare - Elektronisk personalliggare,TOOLS,,0,21.0,100,Free,0,Everyone,Tools,"June 26, 2018",4.1 and up
Bx-WiFi-GI,VIDEO_PLAYERS,,0,21.0,100,Free,0,Everyone,Video Players & Editors,"August 15, 2017",4.1 and up
TrainPal EU- Book German Train Tickets,MAPS_AND_NAVIGATION,,1,21.0,100,Free,0,Everyone,Maps & Navigation,"March 29, 2018",4.2 and up
BI APP,FINANCE,5.0,2,2.7,100,Free,0,Everyone,Finance,"February 19, 2016",4.0 and up
CF PD,FINANCE,,4,2.7,100,Free,0,Everyone,Finance,"March 28, 2018",4.1 and up
BV Sridhara Maharaj,FAMILY,5.0,8,2.7,100,Free,0,Everyone,Entertainment,"December 3, 2017",4.1 and up
DV Statistics,SOCIAL,4.2,6,2.7,100,Free,0,Everyone,Social,"October 8, 2015",4.0.3 and up
Shopping List S PRO,SHOPPING,4.8,14,2.7,100,Paid,$2.49,Everyone,Shopping,"May 16, 2018",4.1 and up
Analog and Digital Clock AW-7PRO,TOOLS,,4,2.7,100,Paid,$1.99,Everyone,Tools,"March 15, 2018",4.3 and up
BQ Scanner,TOOLS,3.0,2,2.7,100,Free,0,Everyone,Tools,"October 10, 2017",4.4 and up
BL Banking DES,FINANCE,,3,5.5,100,Free,0,Everyone,Finance,"July 18, 2018",4.0 and up
Qarabağ FK,SPORTS,,9,5.5,100,Free,0,Everyone,Sports,"August 1, 2018",4.2 and up
DK Studio Barbershop,BEAUTY,,8,17.0,100,Free,0,Everyone,Beauty,"March 20, 2018",4.1 and up
Qserve EU MDR First Aid,BUSINESS,3.0,2,17.0,100,Free,0,Everyone,Business,"May 11, 2017",4.1 and up
EW Handbook,BUSINESS,,1,17.0,100,Free,0,Everyone,Business,"June 11, 2015",2.3.3 and up
C W Browser,COMMUNICATION,4.4,14,17.0,100,Free,0,Everyone,Communication,"October 28, 2017",4.0 and up
FO OP St-Nazaire,COMMUNICATION,,1,17.0,100,Free,0,Everyone,Communication,"December 19, 2017",4.1 and up
FO AIRBUS Nantes,COMMUNICATION,,0,17.0,100,Free,0,Everyone,Communication,"December 14, 2017",4.1 and up
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,100,Paid,$7.99,Mature 17+,Dating,"January 21, 2017",4.0 and up
