App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
C by GE,LIFESTYLE,1.7,686,6.6,"10,000",Free,0,Everyone,Lifestyle,"July 11, 2018",4.3 and up
CX-17WIFI,FAMILY,4.3,49,6.6,"10,000",Free,0,Everyone,Entertainment,"March 21, 2018",4.3 and up
dB Meter - measure sound & noise level in Decibel,TOOLS,4.6,154,6.6,"10,000",Free,0,Everyone,Tools,"July 26, 2018",4.4 and up
Kids Craft Ideas,PARENTING,4.1,99,6.6,"10,000",Free,0,Everyone,Parenting,"March 29, 2018",4.1 and up
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4,"10,000",Paid,$3.99,Everyone,Medical,"January 8, 2017",2.1 and up
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4,"10,000",Paid,$3.99,Everyone,Medical,"January 8, 2017",2.1 and up
Toy Battle Z,FAMILY,4.1,133,48.0,"10,000",Free,0,Everyone,Casual,"July 23, 2018",4.0 and up
AB Blast Match 3,FAMILY,4.3,111,48.0,"10,000",Free,0,Everyone,Puzzle,"June 19, 2018",4.1 and up
BJ Bridge Free (2018),GAME,3.9,20,4.8,"10,000",Free,0,Everyone,Card,"May 21, 2018",4.0 and up
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,3.3,171,4.8,"10,000",Free,0,Everyone,Video Players & Editors,"August 10, 2017",4.1 and up
DW,NEWS_AND_MAGAZINES,,0,4.8,"10,000",Free,0,Everyone 10+,News & Magazines,"July 13, 2018",5.0 and up
Swahili Radio,NEWS_AND_MAGAZINES,4.5,171,4.8,"10,000",Free,0,Everyone,News & Magazines,"May 30, 2018",4.0 and up
DM EVOLUTION,GAME,2.5,450,97.0,"10,000",Free,0,Everyone,Card,"July 23, 2018",4.1 and up
Job'Of - Emploi au Cameroun,BUSINESS,4.1,294,9.8,"10,000",Free,0,Everyone,Business,"July 5, 2018",4.0 and up
Theme for Tecno Camon CX / C8,LIFESTYLE,4.6,147,9.8,"10,000",Free,0,Everyone,Lifestyle,"May 2, 2017",4.0 and up
English Bite,FAMILY,3.5,268,9.8,"10,000",Free,0,Everyone,Education,"January 25, 2016",4.0 and up
Šmelina .cz inzeráty inzerce,SHOPPING,3.9,117,9.8,"10,000",Free,0,Everyone,Shopping,"May 13, 2018",4.0 and up
Siyaha Dz,TRAVEL_AND_LOCAL,4.5,289,9.8,"10,000",Free,0,Everyone,Travel & Local,"March 13, 2018",4.2 and up
Downvids Helper - One touch DW,VIDEO_PLAYERS,3.5,197,9.8,"10,000",Free,0,Everyone,Video Players & Editors,"February 5, 2017",4.0.3 and up
Zap-Map: EV charging points UK,MAPS_AND_NAVIGATION,3.8,181,9.8,"10,000",Free,0,Everyone,Maps & Navigation,"July 6, 2018",4.1 and up
Dead Zombie Evil Killer:Axe,GAME,3.9,71,52.0,"10,000",Free,0,Teen,Action,"December 1, 2016",2.3 and up
Blood Domination - BL Game,GAME,4.5,415,52.0,"10,000",Free,0,Mature 17+,Adventure,"July 6, 2018",4.1 and up
Colors of white in Urdu,BEAUTY,4.5,36,6.7,"10,000",Free,0,Everyone,Beauty,"July 26, 2018",4.0 and up
Nasihat - Chalo ae Pyaara,FAMILY,4.7,557,6.7,"10,000",Free,0,Everyone,Education,"October 9, 2015",2.1 and up
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,380,6.7,"10,000",Free,0,Everyone,Entertainment,"March 11, 2014",4.3 and up
DH News,NEWS_AND_MAGAZINES,2.5,81,6.7,"10,000",Free,0,Mature 17+,News & Magazines,"November 27, 2017",4.0.3 and up
日本AV历史,BOOKS_AND_REFERENCE,4.1,215,30.0,"10,000",Free,0,Teen,Books & Reference,"March 6, 2018",4.0 and up
DW Spectrum™ IPVMS Mobile,BUSINESS,4.0,44,30.0,"10,000",Free,0,Everyone,Business,"June 19, 2018",4.1 and up
D.L. Evans Bank Mobile Banking,FINANCE,4.3,85,30.0,"10,000",Free,0,Everyone,Finance,"May 2, 2018",5.0 and up
First Federal Bank of Florida,FINANCE,4.3,133,30.0,"10,000",Free,0,Everyone,Finance,"May 23, 2018",5.0 and up
Q7 SmartWatch,HEALTH_AND_FITNESS,3.0,94,30.0,"10,000",Free,0,Everyone,Health & Fitness,"July 9, 2018",4.3 and up
BI-LO,LIFESTYLE,3.5,43,30.0,"10,000",Free,0,Everyone,Lifestyle,"July 11, 2018",4.1 and up
AE Jewels 2: Island Adventures,GAME,4.2,652,30.0,"10,000",Free,0,Everyone,Action,"February 24, 2016",2.3 and up
Arizona DMV Permit Test - AZ,FAMILY,4.2,109,30.0,"10,000",Free,0,Everyone,Education,"February 15, 2018",4.4 and up
Fashion Pony Girls Dress Up Makeup Game,FAMILY,4.5,256,30.0,"10,000",Free,0,Everyone,Simulation,"July 13, 2018",4.0 and up
Florida DMV Permit Test -Fl,FAMILY,4.3,87,30.0,"10,000",Free,0,Everyone,Education,"February 15, 2018",4.4 and up
DM Me - Chat,SOCIAL,2.9,90,30.0,"10,000",Free,0,Mature 17+,Social,"July 9, 2018",4.0.3 and up
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6,"10,000",Paid,$2.99,Everyone,Communication,"January 6, 2018",2.3 and up
J - Style Pro,HEALTH_AND_FITNESS,2.3,74,2.6,"10,000",Free,0,Everyone,Health & Fitness,"January 20, 2016",4.3 and up
I am rich VIP,LIFESTYLE,3.8,411,2.6,"10,000",Paid,$299.99,Everyone,Lifestyle,"July 21, 2018",4.3 and up
Maher EL Mouaikly - Offline,FAMILY,4.6,166,2.6,"10,000",Free,0,Everyone,Entertainment,"May 24, 2017",3.1 and up
DV-2019 Results,FAMILY,4.3,158,2.6,"10,000",Free,0,Everyone,Entertainment,"June 14, 2018",4.0 and up
DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2.6,"10,000",Free,0,Everyone,Entertainment,"January 20, 2018",4.0 and up
Barcelona Live - Goal Score & News for Barca Fans,SPORTS,4.4,38,2.6,"10,000",Free,0,Everyone,Sports,"August 17, 2017",4.0 and up
Keyboard Theme Gate Flat BW,PERSONALIZATION,4.5,75,2.6,"10,000",Free,0,Mature 17+,Personalization,"May 26, 2016",4.0.3 and up
Haircut Tutorials/Haircut Videos,BEAUTY,4.6,38,7.1,"10,000",Free,0,Everyone,Beauty,"May 29, 2018",4.0 and up
FD e-paper,NEWS_AND_MAGAZINES,3.1,183,7.1,"10,000",Free,0,Everyone,News & Magazines,"July 4, 2018",4.1 and up
Results for FL Lottery,NEWS_AND_MAGAZINES,4.6,146,7.1,"10,000",Free,0,Everyone,News & Magazines,"February 28, 2017",4.1 and up
BH by Kinomap,HEALTH_AND_FITNESS,2.9,141,22.0,"10,000",Free,0,Everyone,Health & Fitness,"July 30, 2018",4.1 and up
Cook'n Recipe App,LIFESTYLE,3.4,552,22.0,"10,000",Free,0,Everyone,Lifestyle,"August 2, 2018",4.4 and up
AG Drive 3D,GAME,3.8,164,22.0,"10,000",Free,0,Everyone,Adventure,"March 20, 2015",2.3.3 and up
BC Slots - The Lost Reels FREE,GAME,4.0,209,22.0,"10,000",Free,0,Teen,Casino,"July 13, 2018",4.0 and up
Flipped Out! - Powerpuff Girls,FAMILY,4.4,412,22.0,"10,000",Paid,$2.99,Everyone 10+,Action;Action & Adventure,"June 30, 2016",4.0 and up
CS-Touch,FAMILY,3.9,337,22.0,"10,000",Free,0,Everyone,Education,"May 11, 2018",5.0 and up
Villains vs Superheroes,FAMILY,4.3,128,22.0,"10,000",Free,0,Everyone,Puzzle,"September 12, 2017",4.0.3 and up
Explore Sedona & Northern AZ,TRAVEL_AND_LOCAL,3.8,43,22.0,"10,000",Free,0,Everyone,Travel & Local,"March 7, 2017",2.3 and up
Can I pack that? - DG App,TRAVEL_AND_LOCAL,3.9,58,22.0,"10,000",Free,0,Everyone,Travel & Local,"October 28, 2016",4.0.3 and up
MelifeCam-M,VIDEO_PLAYERS,3.5,81,22.0,"10,000",Free,0,Everyone,Video Players & Editors,"July 21, 2016",4.1 and up
Badische Zeitung,NEWS_AND_MAGAZINES,3.9,262,22.0,"10,000",Free,0,Everyone,News & Magazines,"June 26, 2018",4.1 and up
Bulgarian French Dictionary Fr,BOOKS_AND_REFERENCE,4.6,603,7.4,"10,000",Free,0,Everyone,Books & Reference,"June 19, 2016",4.1 and up
Cardi B Piano Game,GAME,3.1,50,7.4,"10,000",Free,0,Everyone,Music,"November 15, 2017",4.0 and up
FD VR - Virtual Photo Gallery,FAMILY,3.5,179,7.4,"10,000",Free,0,Everyone,Entertainment,"November 30, 2016",4.4 and up
Salah Widget (DK+Malmo),LIFESTYLE,4.5,532,6.4,"10,000",Free,0,Everyone,Lifestyle,"June 28, 2015",2.3 and up
Romance et Mystères au Lycée,FAMILY,,350,6.4,"10,000",Free,0,Teen,Entertainment,"February 23, 2017",4.0.3 and up
"Barca News - FC Barcelona, World Foot & Transfers",SPORTS,4.8,160,6.4,"10,000",Free,0,Everyone,Sports,"August 4, 2018",4.1 and up
Cute Dolphin Keyboard,PERSONALIZATION,4.5,237,6.4,"10,000",Free,0,Everyone,Personalization,"July 30, 2018",4.0.3 and up
CCP DZ : Fill out a check | Number in letters DZD,FINANCE,4.7,642,3.2,"10,000",Free,0,Everyone,Finance,"April 27, 2018",4.0 and up
BD Earn Pro,FAMILY,4.2,540,3.2,"10,000",Free,0,Everyone,Entertainment,"August 1, 2018",4.1 and up
Ei-ij Spelling Dutch,FAMILY,,20,3.2,"10,000",Free,0,Everyone,Education,"December 12, 2017",4.0 and up
Ethical Hacking,FAMILY,4.1,128,3.2,"10,000",Free,0,Everyone,Education,"July 9, 2018",4.0.3 and up
abeoCoder,MEDICAL,3.1,83,3.2,"10,000",Free,0,Everyone,Medical,"July 30, 2018",4.1 and up
📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,4.0,19,3.2,"10,000",Free,0,Everyone,Tools,"October 21, 2017",4.2 and up
IV Calc CP Calculator Toolkit,TOOLS,4.2,242,3.2,"10,000",Free,0,Everyone,Tools,"October 6, 2016",4.2 and up
"Lady adviser (beauty, health)",BEAUTY,,30,9.9,"10,000",Free,0,Mature 17+,Beauty,"January 24, 2018",3.0 and up
Employ Florida Mobile,BUSINESS,2.9,97,9.9,"10,000",Free,0,Everyone,Business,"June 13, 2018",4.0.3 and up
AP App for Android™,NEWS_AND_MAGAZINES,3.6,188,9.9,"10,000",Free,0,Everyone,News & Magazines,"May 12, 2016",4.0 and up
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9,"10,000",Free,0,Mature 17+,Dating,"July 9, 2018",4.0.3 and up
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9,"10,000",Free,0,Mature 17+,Dating,"July 9, 2018",4.0.3 and up
Sumine side dish - dish recipe side dish,FOOD_AND_DRINK,,82,4.9,"10,000",Free,0,Everyone,Food & Drink,"June 23, 2018",4.1 and up
Don't Starve: Shipwrecked,GAME,4.1,1468,4.9,"10,000",Paid,$4.99,Teen,Adventure,"July 10, 2018",5.0 and up
I Am Rich,FAMILY,3.6,217,4.9,"10,000",Paid,$389.99,Everyone,Entertainment,"June 22, 2018",4.2 and up
OB-GYN USMLE Stp2 CK 300 Q & A,MEDICAL,4.4,34,4.9,"10,000",Free,0,Everyone,Medical,"May 16, 2015",2.0 and up
M Theme - Dark Green Icon Pack,PERSONALIZATION,4.2,202,4.9,"10,000",Free,0,Everyone,Personalization,"November 16, 2016",3.0 and up
Favorite Soviet cartoons,PARENTING,,63,4.9,"10,000",Free,0,Everyone,Parenting,"May 24, 2018",4.0 and up
Latest Emmanuella Comedy Video,PARENTING,4.6,60,4.9,"10,000",Free,0,Everyone,Parenting,"April 1, 2018",4.0.3 and up
How do I care about my child?,PARENTING,,34,4.9,"10,000",Free,0,Everyone,Parenting,"July 3, 2018",4.0 and up
"sugar, sugar",FAMILY,4.2,1405,9.5,"10,000",Paid,$1.20,Everyone,Puzzle,"June 5, 2018",2.3 and up
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5,"10,000",Paid,$2.99,Everyone,Medical,"April 25, 2018",4.0 and up
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5,"10,000",Paid,$2.99,Everyone,Medical,"April 25, 2018",4.0 and up
"Borneo Bible, BM Bible",BOOKS_AND_REFERENCE,4.9,659,5.0,"10,000",Free,0,Everyone,Books & Reference,"August 28, 2017",4.0 and up
Resume / CV,BUSINESS,3.6,125,5.0,"10,000",Free,0,Everyone,Business,"December 28, 2015",2.3.3 and up
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0,"10,000",Free,0,Mature 17+,Dating,"July 16, 2018",4.0.3 and up
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0,"10,000",Free,0,Mature 17+,Dating,"July 16, 2018",4.0.3 and up
CP Clicker,LIFESTYLE,4.2,251,5.0,"10,000",Free,0,Everyone,Lifestyle,"March 22, 2018",4.1 and up
EG SIM CARD (EGSIMCARD),TRAVEL_AND_LOCAL,4.4,105,5.0,"10,000",Free,0,Everyone,Travel & Local,"May 2, 2018",2.3 and up
AB Screen Recorder,TOOLS,4.2,533,5.0,"10,000",Free,0,Everyone,Tools,"October 2, 2017",5.0 and up
EC Taximeter,PRODUCTIVITY,3.9,162,5.0,"10,000",Free,0,Everyone,Productivity,"May 14, 2018",4.0 and up
CG Creative Sets: 2D/3D Artist,NEWS_AND_MAGAZINES,4.3,117,5.0,"10,000",Free,0,Everyone,News & Magazines,"June 22, 2016",4.0.3 and up
Super Doctor 1-Pregnant Mom ER Surgery Simulator,FAMILY,4.1,290,73.0,"10,000",Free,0,Teen,Role Playing,"May 23, 2018",4.3 and up
CG Shikshak,FAMILY,4.4,211,6.8,"10,000",Free,0,Everyone,Education,"July 5, 2016",4.0.3 and up
لعبة تقدر تربح DZ,FAMILY,4.2,238,6.8,"10,000",Free,0,Everyone,Education,"November 18, 2016",4.1 and up
BK News Channel,VIDEO_PLAYERS,4.6,277,6.8,"10,000",Free,0,Everyone,Video Players & Editors,"July 16, 2016",2.3 and up
MobileBiz Co - Cloud Invoice,BUSINESS,4.4,373,4.0,"10,000",Free,0,Everyone,Business,"February 16, 2018",2.0 and up
eu sou franky,BUSINESS,3.7,195,4.0,"10,000",Free,0,Everyone,Business,"November 21, 2016",4.0 and up
Jazz Wi-Fi,COMMUNICATION,3.4,49,4.0,"10,000",Free,0,Everyone,Communication,"February 10, 2017",2.3 and up
DRC Sim - Wii U Gamepad,FAMILY,2.4,210,4.0,"10,000",Free,0,Everyone,Casual,"June 25, 2017",2.3 and up
Every disease has a drug without internet,MEDICAL,,44,4.0,"10,000",Free,0,Everyone,Medical,"April 24, 2018",4.1 and up
Electricity Bill Calculator BD,PRODUCTIVITY,4.3,247,4.0,"10,000",Free,0,Everyone,Productivity,"June 22, 2016",4.0.3 and up
Red River CU,FINANCE,3.3,343,2.3,"10,000",Free,0,Everyone,Finance,"June 21, 2017",2.2 and up
Low Blood Pressure Symptoms,MEDICAL,4.2,28,2.3,"10,000",Free,0,Everyone,Medical,"January 20, 2015",3.0 and up
Share G - Images Sharing - Wallpapers App,SOCIAL,4.4,120,2.3,"10,000",Free,0,Teen,Social,"October 5, 2017",4.0.3 and up
Leica Q,PHOTOGRAPHY,3.1,133,2.3,"10,000",Free,0,Everyone,Photography,"May 8, 2018",4.0 and up
Android P Launcher 9.0 launcher,TOOLS,4.0,164,2.3,"10,000",Free,0,Everyone,Tools,"April 23, 2018",5.0 and up
Axxess Updater,TOOLS,3.9,56,2.3,"10,000",Free,0,Everyone,Tools,"December 19, 2016",3.1 and up
dB Sound Level Meter,TOOLS,3.9,203,2.3,"10,000",Free,0,Everyone,Tools,"March 3, 2017",3.0 and up
Truck Chat & CB for Truckers,MAPS_AND_NAVIGATION,2.7,89,2.3,"10,000",Free,0,Mature 17+,Maps & Navigation,"July 31, 2018",4.0.3 and up
Standard Chartered Mobile (BW),FINANCE,4.4,96,7.2,"10,000",Free,0,Everyone,Finance,"August 5, 2018",4.0 and up
Inwestor mobile,FINANCE,3.2,124,7.2,"10,000",Free,0,Everyone,Finance,"January 3, 2018",4.1 and up
Wi u Emulator,FAMILY,2.4,468,7.2,"10,000",Free,0,Everyone,Entertainment,"March 3, 2018",4.1 and up
Calculate My IQ,FAMILY,,44,7.2,"10,000",Free,0,Everyone,Entertainment,"April 3, 2017",2.3 and up
BR Ambedkar Biography & Quotes,BOOKS_AND_REFERENCE,4.6,156,2.1,"10,000",Free,0,Everyone,Books & Reference,"June 11, 2018",2.3 and up
A/C REFRIGERANT CAPACITY,BUSINESS,1.7,84,2.1,"10,000",Free,0,Everyone,Business,"October 28, 2014",4.1 and up
C BOOK-C PROGRAMS,FAMILY,4.8,138,2.1,"10,000",Free,0,Everyone,Education,"September 22, 2017",3.0 and up
CASE K-12 Math English Science,FAMILY,4.6,60,2.1,"10,000",Free,0,Everyone,Education,"May 1, 2016",2.2 and up
DZ Blagues,FAMILY,4.2,580,2.1,"10,000",Free,0,Everyone,Entertainment,"December 19, 2012",2.1 and up
Crack the blue angry birds egg,FAMILY,3.2,85,2.1,"10,000",Free,0,Everyone,Puzzle,"April 22, 2016",2.1 and up
Pi Dark [substratum],PERSONALIZATION,4.5,189,2.1,"10,000",Free,0,Everyone,Personalization,"March 27, 2018",
"Starg - Gay, Same Sex, Bi",DATING,3.7,66,7.3,"10,000",Free,0,Mature 17+,Dating,"November 29, 2016",4.1 and up
FORUM Credit Union CU Online,FINANCE,4.1,196,7.3,"10,000",Free,0,Everyone,Finance,"June 30, 2018",4.4 and up
I'm Rich - Trump Edition,LIFESTYLE,3.6,275,7.3,"10,000",Paid,$400.00,Everyone,Lifestyle,"May 3, 2018",4.1 and up
HTC Sense Input - CZ,TOOLS,4.3,87,7.3,"10,000",Free,0,Everyone,Tools,"November 9, 2015",5.0 and up
EO Bijbel Open,LIFESTYLE,4.3,102,41.0,"10,000",Free,0,Everyone,Lifestyle,"November 24, 2016",4.0.3 and up
AP Flashcards,FAMILY,3.7,88,41.0,"10,000",Free,0,Everyone,Education,"August 30, 2015",3.1 and up
My Theme Park: RollerCoaster & Water Park Tycoon,FAMILY,4.2,128,41.0,"10,000",Free,0,Everyone 10+,Strategy,"June 12, 2018",4.2 and up
HondaLink EV,TOOLS,2.8,44,41.0,"10,000",Free,0,Everyone,Tools,"June 20, 2018",2.3 and up
Swift Dark CM / CM13 Theme,PERSONALIZATION,4.7,1500,41.0,"10,000",Paid,$1.99,Everyone,Personalization,"January 5, 2017",5.0 and up
CR-Red,PERSONALIZATION,4.5,561,41.0,"10,000",Free,0,Everyone,Personalization,"December 4, 2014",2.3.3 and up
Ae Allah na Dai (Rasa),BOOKS_AND_REFERENCE,4.7,263,9.1,"10,000",Free,0,Everyone,Books & Reference,"January 1, 2015",2.1 and up
- Free Comics - Comic Apps,COMICS,3.5,115,9.1,"10,000",Free,0,Mature 17+,Comics,"July 13, 2018",5.0 and up
FD VR Player - for 360 Youtube,FAMILY,3.9,100,9.1,"10,000",Free,0,Everyone,Entertainment,"November 30, 2016",4.4 and up
W Box VMS,VIDEO_PLAYERS,1.9,105,9.1,"10,000",Free,0,Everyone,Video Players & Editors,"January 9, 2017",2.3.3 and up
M+,NEWS_AND_MAGAZINES,4.9,198,9.1,"10,000",Free,0,Everyone,News & Magazines,"May 29, 2018",5.0 and up
Ag PhD Deficiencies,BOOKS_AND_REFERENCE,3.9,20,9.7,"10,000",Free,0,Everyone,Books & Reference,"June 21, 2016",4.0.3 and up
Inbox.eu,COMMUNICATION,3.7,98,9.7,"10,000",Free,0,Everyone,Communication,"July 11, 2018",4.3 and up
Bitcoin Bx (Thailand),FINANCE,4.5,101,6.9,"10,000",Free,0,Everyone,Finance,"August 4, 2018",5.0 and up
LEGO® Friends,FAMILY,4.4,854,6.9,"10,000",Paid,$4.99,Everyone,Casual;Pretend Play,"December 1, 2015",4.0.3 and up
Dream EZ,HEALTH_AND_FITNESS,4.1,107,50.0,"10,000",Free,0,Everyone,Health & Fitness,"March 24, 2016",3.0 and up
Armed Cam Gun Pack,GAME,4.2,1012,50.0,"10,000",Free,0,Teen,Action,"January 18, 2015",3.0 and up
Absolute RC Heli Simulator,SPORTS,3.9,654,50.0,"10,000",Paid,$4.99,Everyone,Sports,"December 20, 2017",4.1 and up
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,"10,000",Free,0,Everyone,Comics,"July 19, 2018",4.0.3 and up
Yaoi Novels - Shounen ai Book&fiction,FAMILY,3.2,304,4.7,"10,000",Free,0,Teen,Entertainment,"February 14, 2018",4.0.3 and up
Mali J,SOCIAL,3.2,185,4.7,"10,000",Free,0,Teen,Social,"October 20, 2017",4.1 and up
Live Tennis Rankings / LTR,SPORTS,4.8,1660,4.7,"10,000",Free,0,Everyone,Sports,"June 5, 2018",4.0.3 and up
DSLR Blur Camera Auto Focus,TOOLS,3.3,75,4.7,"10,000",Free,0,Everyone,Tools,"June 7, 2018",4.0.3 and up
AZ PLAYER HD,TOOLS,3.2,24,4.7,"10,000",Free,0,Everyone,Tools,"April 11, 2016",2.2 and up
Alt-C,PRODUCTIVITY,4.0,499,4.7,"10,000",Free,0,Everyone,Productivity,"January 27, 2017",4.0 and up
AV Phonetics,FAMILY,4.3,259,49.0,"10,000",Free,0,Everyone,Education,"February 22, 2017",4.0 and up
El Chavo,FAMILY,4.0,751,49.0,"10,000",Paid,$0.99,Everyone,Casual,"November 4, 2014",2.3 and up
Mom Doctor ER Emergency Family Game,FAMILY,3.5,173,49.0,"10,000",Free,0,Everyone,Educational,"January 26, 2018",4.1 and up
AR Tank Battle,GAME,3.6,153,67.0,"10,000",Free,0,Everyone,Action,"December 31, 2016",4.0 and up
Campervan.Guide Pro,TRAVEL_AND_LOCAL,4.2,238,67.0,"10,000",Paid,$5.99,Everyone,Travel & Local,"June 22, 2018",4.1 and up
Dr Driving Racer,GAME,4.3,183,68.0,"10,000",Free,0,Everyone,Racing,"June 14, 2018",4.1 and up
Spacecraft AR,FAMILY,4.4,83,85.0,"10,000",Free,0,Everyone,Education,"June 28, 2018",7.0 and up
Learn the letters and words,PARENTING,,31,85.0,"10,000",Free,0,Everyone,Parenting;Education,"June 15, 2018",4.0.3 and up
AppClose - The #1 FREE Co-Parenting App,PARENTING,3.5,159,85.0,"10,000",Free,0,Everyone,Parenting,"July 31, 2018",4.4 and up
Ay Mohabbat Teri Khatir Novel,BOOKS_AND_REFERENCE,4.2,27,4.3,"10,000",Free,0,Everyone,Books & Reference,"January 30, 2018",4.0 and up
NetClient CS,BUSINESS,3.5,125,4.3,"10,000",Free,0,Everyone,Business,"January 5, 2018",3.0 and up
Funny Jokes Photos,COMICS,4.4,39,4.3,"10,000",Free,0,Everyone 10+,Comics,"July 3, 2018",4.2 and up
BU Mobile,FAMILY,4.5,472,4.3,"10,000",Free,0,Everyone,Education,"July 6, 2018",2.3.3 and up
The CW TN app 2018,FAMILY,2.2,54,4.3,"10,000",Free,0,Everyone,Entertainment,"April 30, 2018",3.2 and up
Cx File Explorer,TOOLS,4.7,175,4.3,"10,000",Free,0,Everyone,Tools,"July 28, 2018",5.0 and up
The grand theft V Wallpaper,PERSONALIZATION,3.8,87,4.3,"10,000",Free,0,Everyone 10+,Personalization,"June 5, 2018",4.0.3 and up
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,"10,000",Free,0,Everyone,Communication,"April 11, 2017",2.2 and up
Sleep as Android Garmin Addon,HEALTH_AND_FITNESS,2.6,114,1.6,"10,000",Free,0,Everyone,Health & Fitness,"June 20, 2018",2.3 and up
Study AP World History,FAMILY,4.6,513,1.6,"10,000",Free,0,Everyone,Education,"July 18, 2016",4.0.3 and up
DT Driving Test Theory,FAMILY,4.6,477,1.6,"10,000",Free,0,Everyone,Education,"February 22, 2018",4.0.3 and up
BT Communicator,SOCIAL,3.8,32,1.6,"10,000",Free,0,Teen,Social,"December 16, 2016",1.6 and up
BG Score,SPORTS,2.6,64,1.6,"10,000",Free,0,Everyone,Sports,"July 26, 2017",4.0.3 and up
Battery Notifier Pro BT,TOOLS,4.7,1363,1.6,"10,000",Paid,$2.59,Everyone,Tools,"June 7, 2017",1.6 and up
Gainesville Bus Tracker,MAPS_AND_NAVIGATION,4.2,63,1.6,"10,000",Free,0,Everyone,Maps & Navigation,"August 25, 2015",4.0 and up
A hundred,DATING,4.1,236,8.8,"10,000",Free,0,Mature 17+,Dating,"March 29, 2018",4.0.3 and up
Bullshit! (Free),GAME,2.4,45,4.1,"10,000",Free,0,Teen,Card,"August 26, 2016",4.1 and up
GF - BF Chat Stories - Hindi English Convesation,FAMILY,4.1,32,4.1,"10,000",Free,0,Everyone,Education,"June 18, 2018",4.1 and up
cg guruji,FAMILY,4.5,170,4.1,"10,000",Free,0,Everyone,Education,"November 14, 2017",2.3 and up
CG Job Alerts,FAMILY,4.2,116,4.1,"10,000",Free,0,Everyone,Education,"September 11, 2017",2.3 and up
CG Samanya Gyan,FAMILY,4.2,145,4.1,"10,000",Free,0,Teen,Education,"September 12, 2017",2.3 and up
Penny Finder,SHOPPING,4.2,470,4.1,"10,000",Paid,$2.99,Everyone,Shopping,"July 17, 2018",4.1 and up
FVD Ad-Free,TOOLS,4.4,1774,4.1,"10,000",Paid,$1.99,Everyone,Tools,"October 5, 2017",3.0 and up
HTC Sense Input - BG,TOOLS,3.3,218,4.1,"10,000",Free,0,Everyone,Tools,"November 9, 2015",5.0 and up
Bhunaksha CG,TOOLS,4.1,67,4.1,"10,000",Free,0,Everyone,Tools,"May 7, 2018",4.1 and up
"energyly (TNEB,BESCOM,MH,DL..)",TOOLS,3.9,627,4.1,"10,000",Free,0,Everyone,Tools,"February 21, 2017",4.0 and up
DN eAvis,NEWS_AND_MAGAZINES,2.9,61,4.1,"10,000",Free,0,Everyone,News & Magazines,"February 1, 2017",4.1 and up
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,"10,000",Free,0,Teen,Comics,"June 16, 2018",4.0.3 and up
F-Gas Solutions,BUSINESS,4.2,127,1.4,"10,000",Free,0,Everyone,Business,"October 7, 2016",4.0 and up
TNEB Quick Pay Easy,FINANCE,4.5,28,1.4,"10,000",Free,0,Teen,Finance,"January 29, 2018",3.0 and up
BkEmu - BK-0010/11M emulator,FAMILY,4.6,222,1.4,"10,000",Free,0,Everyone,Entertainment,"February 7, 2016",2.1 and up
FP Click sound changer,PERSONALIZATION,3.5,178,1.4,"10,000",Free,0,Everyone,Personalization,"December 26, 2015",1.6 and up
Wi-Fi Networks,PRODUCTIVITY,4.2,115,1.4,"10,000",Free,0,Everyone,Productivity,"October 5, 2015",4.1 and up
Cyprus Bus Companion,MAPS_AND_NAVIGATION,3.9,112,1.4,"10,000",Free,0,Everyone,Maps & Navigation,"December 26, 2013",2.2 and up
M-Files,BUSINESS,4.4,236,44.0,"10,000",Free,0,Everyone,Business,"June 26, 2018",4.4 and up
Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,3.9,107,44.0,"10,000",Free,0,Everyone,Communication,"January 29, 2018",4.1 and up
Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303,44.0,"10,000",Free,0,Teen,Entertainment,"December 14, 2017",4.2 and up
WiseBanyan - Invest For Free,FINANCE,4.2,257,44.0,"10,000",Free,0,Everyone,Finance,"July 31, 2018",4.4W and up
Armani Exchange Connected,LIFESTYLE,4.1,305,44.0,"10,000",Free,0,Everyone,Lifestyle,"July 4, 2017",4.4 and up
Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,211,44.0,"10,000",Free,0,Teen,Action,"August 18, 2017",2.3 and up
